original_text,perturbed_text,original_score,perturbed_score,original_output,perturbed_output,ground_truth_output,num_queries,result_type
"I enjoy films of various kinds and qualities. Whether it's your typical standard Hollywood action movie or your Oscar season tear-jerker, movies that meet a certain standard will almost always be enjoyable for me.<br /><br />In Soap Girl, I received nothing but confusion. First, we meet Maya, a massage parlor worker who seems to attract all the customers in the parlor. A virgin poet named Harry comes in one day and they fall in love. After that, there are various twists and turns thrown into the plot which seem to lead [[nowhere]].<br /><br />Although many have commented on the controversial issue of an Asian prostitute being exploited by the white man, keep in mind that this film was made by an Asian director who wanted to bring light to the issue. [[But]] whether he succeeds or not does not matter, for the issue at hand is [[whether]] the movie is enjoyable or not.<br /><br />For me, Soap Girl [[fails]] to meet the standard I expect from movies. It was [[hard]] for me to get involved emotionally with this movie, given the loose plot and the mediocre acting. [[Worse]], it seems as if the director wanted to make a drama, when the tone falls more towards comedy.<br /><br />A movie such as Soap Girl which fails to trap me into the magic of cinema will always leave me [[bored]]. Throughout the [[movie]], I couldn't help but think, ""What is this really about?"" A movie has to answer that question before it is made. If not, what you'll end up with is an [[empty]] [[push]] to captivate the audience.<br /><br />Grade: D+<br /><br />","I enjoy films of various kinds and qualities. Whether it's your typical standard Hollywood action movie or your Oscar season tear-jerker, movies that meet a certain standard will almost always be enjoyable for me.<br /><br />In Soap Girl, I received nothing but confusion. First, we meet Maya, a massage parlor worker who seems to attract all the customers in the parlor. A virgin poet named Harry comes in one day and they fall in love. After that, there are various twists and turns thrown into the plot which seem to lead [[nowehre]].<br /><br />Although many have commented on the controversial issue of an Asian prostitute being exploited by the white man, keep in mind that this film was made by an Asian director who wanted to bring light to the issue. [[ut]] whether he succeeds or not does not matter, for the issue at hand is [[whteher]] the movie is enjoyable or not.<br /><br />For me, Soap Girl [[falis]] to meet the standard I expect from movies. It was [[hamrd]] for me to get involved emotionally with this movie, given the loose plot and the mediocre acting. [[orse]], it seems as if the director wanted to make a drama, when the tone falls more towards comedy.<br /><br />A movie such as Soap Girl which fails to trap me into the magic of cinema will always leave me [[boed]]. Throughout the [[movHie]], I couldn't help but think, ""What is this really about?"" A movie has to answer that question before it is made. If not, what you'll end up with is an [[empLy]] [[upsh]] to captivate the audience.<br /><br />Grade: D+<br /><br />",0.0028703808784484863,0.7002594470977783,0,1,0,208,Successful
"This tale of the upper-classes getting their come-uppance and wallowing in their high-class misery is like a contemporary Mid-Sommerish version of an old Joan Crawford movie in which she suffered in mink. Here, people behave in a frightfully civilized manner in the face of adversity. A well-heeled London solicitor, (Tom Wilkinson), discovers that not only is his wife having an affair with the local gentry but that she has also killed their housekeeper's husband in a hit-and-run accident. He throws up, but otherwise his stiff-upper-lip hardly quavers.<br /><br />Written and directed by Julian Fellowes, who won an Oscar for writing ""Gosford Park"", (this is his directorial debut), from a novel by Nigel Balchin, it's quite comical although I am not sure how much of the comedy is intended. It's like a [[throw-back]] to British films of the forties where characters all behaved like characters in books or plays rather than like people might in real life. However, it's not all bad. Wilkinson is terrific, even if you never believe in him as a person while Emily Watson, (the adulterous wife), and Rupert Everett, (the highly amoral high-class totty), are both very good at covering the cracks in the material. Tony Pierce-Roberts' cinematography ensures that no matter how hard it is on the ear it's always good on the eye.","This tale of the upper-classes getting their come-uppance and wallowing in their high-class misery is like a contemporary Mid-Sommerish version of an old Joan Crawford movie in which she suffered in mink. Here, people behave in a frightfully civilized manner in the face of adversity. A well-heeled London solicitor, (Tom Wilkinson), discovers that not only is his wife having an affair with the local gentry but that she has also killed their housekeeper's husband in a hit-and-run accident. He throws up, but otherwise his stiff-upper-lip hardly quavers.<br /><br />Written and directed by Julian Fellowes, who won an Oscar for writing ""Gosford Park"", (this is his directorial debut), from a novel by Nigel Balchin, it's quite comical although I am not sure how much of the comedy is intended. It's like a [[throw-bakc]] to British films of the forties where characters all behaved like characters in books or plays rather than like people might in real life. However, it's not all bad. Wilkinson is terrific, even if you never believe in him as a person while Emily Watson, (the adulterous wife), and Rupert Everett, (the highly amoral high-class totty), are both very good at covering the cracks in the material. Tony Pierce-Roberts' cinematography ensures that no matter how hard it is on the ear it's always good on the eye.",0.4448776841163635,0.8925471305847168,0,1,0,127,Successful
"a real hoot, unintentionally. sidney portier's character is so sweet and lovable you want to smack him. nothing about this movie rings true. and it's [[boring]] to boot.","a real hoot, unintentionally. sidney portier's character is so sweet and lovable you want to smack him. nothing about this movie rings true. and it's [[borin]] to boot.",0.1085813045501709,0.7110543847084045,0,1,0,21,Successful
"It was like someone was trying to make a scary video game and a documentary at the same time. The historical aspect was great. Everything [[else]] was [[horrible]], the plugs for the directors other movie that seemed to happen every other minute, the video of the actual ghost hunting was edited like a scary movie rather than an investigation, they had haunted house music and sound effects that would distract you from what was happening. THanks for wasted 2 hours of my time! When there was evidence, it would fly by! Most of it was just people talking about the place.The episode of the Ghosthunters show that went there absolutely [[destroys]] how this show was. I am so [[upset]] with sci fi channel for playing this, I haven't watched it since it aired.","It was like someone was trying to make a scary video game and a documentary at the same time. The historical aspect was great. Everything [[Aelse]] was [[horribl]], the plugs for the directors other movie that seemed to happen every other minute, the video of the actual ghost hunting was edited like a scary movie rather than an investigation, they had haunted house music and sound effects that would distract you from what was happening. THanks for wasted 2 hours of my time! When there was evidence, it would fly by! Most of it was just people talking about the place.The episode of the Ghosthunters show that went there absolutely [[destrJys]] how this show was. I am so [[Apset]] with sci fi channel for playing this, I haven't watched it since it aired.",0.0026727914810180664,0.8467113971710205,0,1,0,94,Successful
"'The Mill on the Floss' was one of the lesser novels by Mary Ann Evans, who wrote under the male pseudonym George Eliot. I tried to read this [[dull]] and very turgid novel years ago, but was unable to finish it. I'll review this film version solely on its own merits, as I don't know how faithfully it follows the original novel.<br /><br />The film's opening credits are printed in an Old English typeface that suggests the mediaeval period, and so it's a very poor choice for a film with a 19th-century setting. (On the other hand, about halfway into the film, we see a close-up shot of a handbill advertising an estate auction. This handbill is set in authentic Victorian type fonts, and looks *very* convincing.) Most of this film is extremely convincing in its depiction of the architecture and clothing of early 19th-century England. The precise location of this film's story is never disclosed, but - judging by the actors' accents - I'd place it as somewhere in the Cotswolds, perhaps Warwickshire.<br /><br />The plot, what there is of it, involves a mill that changes hands a couple of times (over a couple of decades) between two rival families, one wealthy and one working-class. I disagree with another IMDb reviewer who claims that James Mason has only a small role in this film. Mason has the largest and most central role in this drama, as the scion of the wealthier family. As the spoilt and petulant Tom Tulliver, Mason is darkly brooding and impetuous. His performance here belongs in a better film: it made me want to see 'Wuthering Heights' recast with Mason as Heathcliff.<br /><br />As this is a multi-generational saga (something which George Eliot did much better in 'Middlemarch'), several of the main roles in this film are split among two actors apiece: child actors in the prologue, adults in the main narrative. The prologue of this film features a very well-written scene, establishing Tom Tulliver as wilful and bully-ragging from an early age, and young Philip Wakeham as decent and thoughtful. Through hard labour, Philip has earned a halfpenny: Tom tries to bully it away from him, but is unwilling to take the coin by brute force: he wants Philip to *give* it to him. All the child actors in this movie, male and female, are talented and attractive. Unfortunately, all of the children speak their dialogue in posh plummy-voiced accents that are utterly unlike the accents of the actors and actresses who play those same roles as adults. This discrepancy calls attention to the staginess of the material. Regrettably, none of the later scenes are as good as this prologue.<br /><br />The climax features a crowd of labourers in a rainstorm, much better paced and photographed than the earlier scenes. But modern viewers (in Britain, at least) can no longer take this sort of material seriously. By now, practically every British comedian has done a ""trouble at t' mill, squire"" comedy routine, parodying precisely this subject matter, so I had difficulty watching this movie with a straight face.<br /><br />The character actress Martita Hunt is good in a small role, but the opening credits (in that Old English typeface) misspell her forename as 'Marita'. I'll rate this dull movie 3 points out of 10: one point apiece for James Mason's performance, the early scene with the children, and the authentic Victorian typesetting in that auctioneer's handbill.","'The Mill on the Floss' was one of the lesser novels by Mary Ann Evans, who wrote under the male pseudonym George Eliot. I tried to read this [[dulhl]] and very turgid novel years ago, but was unable to finish it. I'll review this film version solely on its own merits, as I don't know how faithfully it follows the original novel.<br /><br />The film's opening credits are printed in an Old English typeface that suggests the mediaeval period, and so it's a very poor choice for a film with a 19th-century setting. (On the other hand, about halfway into the film, we see a close-up shot of a handbill advertising an estate auction. This handbill is set in authentic Victorian type fonts, and looks *very* convincing.) Most of this film is extremely convincing in its depiction of the architecture and clothing of early 19th-century England. The precise location of this film's story is never disclosed, but - judging by the actors' accents - I'd place it as somewhere in the Cotswolds, perhaps Warwickshire.<br /><br />The plot, what there is of it, involves a mill that changes hands a couple of times (over a couple of decades) between two rival families, one wealthy and one working-class. I disagree with another IMDb reviewer who claims that James Mason has only a small role in this film. Mason has the largest and most central role in this drama, as the scion of the wealthier family. As the spoilt and petulant Tom Tulliver, Mason is darkly brooding and impetuous. His performance here belongs in a better film: it made me want to see 'Wuthering Heights' recast with Mason as Heathcliff.<br /><br />As this is a multi-generational saga (something which George Eliot did much better in 'Middlemarch'), several of the main roles in this film are split among two actors apiece: child actors in the prologue, adults in the main narrative. The prologue of this film features a very well-written scene, establishing Tom Tulliver as wilful and bully-ragging from an early age, and young Philip Wakeham as decent and thoughtful. Through hard labour, Philip has earned a halfpenny: Tom tries to bully it away from him, but is unwilling to take the coin by brute force: he wants Philip to *give* it to him. All the child actors in this movie, male and female, are talented and attractive. Unfortunately, all of the children speak their dialogue in posh plummy-voiced accents that are utterly unlike the accents of the actors and actresses who play those same roles as adults. This discrepancy calls attention to the staginess of the material. Regrettably, none of the later scenes are as good as this prologue.<br /><br />The climax features a crowd of labourers in a rainstorm, much better paced and photographed than the earlier scenes. But modern viewers (in Britain, at least) can no longer take this sort of material seriously. By now, practically every British comedian has done a ""trouble at t' mill, squire"" comedy routine, parodying precisely this subject matter, so I had difficulty watching this movie with a straight face.<br /><br />The character actress Martita Hunt is good in a small role, but the opening credits (in that Old English typeface) misspell her forename as 'Marita'. I'll rate this dull movie 3 points out of 10: one point apiece for James Mason's performance, the early scene with the children, and the authentic Victorian typesetting in that auctioneer's handbill.",0.26075953245162964,0.8397547006607056,0,1,0,348,Successful
"If you would have asked me 1 month ago how this movie was I probably would have left most of this out, but I am a fan and as any fan I visit the movies sites often well when Super Troopers came out I visited that site after the release on DVD and was hooked yea it's a difficult site to stay on, but the good ones normally are like good families they stick together. What a story this company/comedy troop has.BEGGING people to come and see there movies on street corners,universities, anywhere they can and all for free and after all that to develop a great fan base after a few years THEY [[CRAP]] ON IT And decide to close down there website that helped them and was created for the fans, but the worst thing about it....THEY DIDN'T TELL ANY OF THEM. They just decided that they are better than us they want new fans not the fans that helped them get where they are....you know the same fans they begged years ago. Still the smart crew they are they released the best movie with Super Troopers and got everyones attention and thank God for that because after that they have sucked with everything else. Good for you guys way to go mainstream, just remember when you realize your material isn't that good and you have no new fans left you are the ones who crapped the original ones away. FANS MAKE YOU WHO YOU ARE NOT THE OTHER WAY AROUND. Never burn your bridges","If you would have asked me 1 month ago how this movie was I probably would have left most of this out, but I am a fan and as any fan I visit the movies sites often well when Super Troopers came out I visited that site after the release on DVD and was hooked yea it's a difficult site to stay on, but the good ones normally are like good families they stick together. What a story this company/comedy troop has.BEGGING people to come and see there movies on street corners,universities, anywhere they can and all for free and after all that to develop a great fan base after a few years THEY [[CRIAP]] ON IT And decide to close down there website that helped them and was created for the fans, but the worst thing about it....THEY DIDN'T TELL ANY OF THEM. They just decided that they are better than us they want new fans not the fans that helped them get where they are....you know the same fans they begged years ago. Still the smart crew they are they released the best movie with Super Troopers and got everyones attention and thank God for that because after that they have sucked with everything else. Good for you guys way to go mainstream, just remember when you realize your material isn't that good and you have no new fans left you are the ones who crapped the original ones away. FANS MAKE YOU WHO YOU ARE NOT THE OTHER WAY AROUND. Never burn your bridges",0.2718849182128906,0.6923852562904358,0,1,0,147,Successful
"I bought this movie for 99 cents at K-mart several years back (along with ""Hawken's Breed"") figuring anything with Gabriel Byrne and Amanda Donahoe is surely worth that much. [[It]] wasn't. ""Dark Obsession"" (the title I bought it under) was a slight cut above ""Hawken's Breed"" (IMBD rated at 2.4), but not enough to allow me to [[even]] keep it in the house. I threw both movies in the trash.<br /><br />[[This]] thing [[fails]] on so many [[levels]] it's hard to narrow it down, but let's just say it's tawdry, incredible, [[boring]], hedonistic, confusing and even at 100 minutes, way too long.<br /><br />I love Byrne as an actor, but this schlock really looks [[bad]] on his resume.","I bought this movie for 99 cents at K-mart several years back (along with ""Hawken's Breed"") figuring anything with Gabriel Byrne and Amanda Donahoe is surely worth that much. [[t]] wasn't. ""Dark Obsession"" (the title I bought it under) was a slight cut above ""Hawken's Breed"" (IMBD rated at 2.4), but not enough to allow me to [[eve]] keep it in the house. I threw both movies in the trash.<br /><br />[[TVhis]] thing [[faiPs]] on so many [[levegls]] it's hard to narrow it down, but let's just say it's tawdry, incredible, [[kboring]], hedonistic, confusing and even at 100 minutes, way too long.<br /><br />I love Byrne as an actor, but this schlock really looks [[bda]] on his resume.",0.0030173659324645996,0.6534461975097656,0,1,0,132,Successful
"Folks! is a ""comedy"" about a man whose parents beg him to kill them because they're going senile and want to be put out of their misery. Several times he tries to kill them and then changes his mind, saving them from his death-traps at the last minute and losing one of his body parts each time in the process. The movie [[seems]] to hate its main character, which makes it all the more [[painful]] to watch. There's also the usual tacked-on love-interest and predictable [[ending]].<br /><br />This movie was also the first time I'd seen Tom Selleck without a mustache, and I remember his shaved upper lip looking weird and making me feel slightly slick. But this might have been just because of the terrible [[premise]] and lame execution of the [[movie]].","Folks! is a ""comedy"" about a man whose parents beg him to kill them because they're going senile and want to be put out of their misery. Several times he tries to kill them and then changes his mind, saving them from his death-traps at the last minute and losing one of his body parts each time in the process. The movie [[seem]] to hate its main character, which makes it all the more [[panful]] to watch. There's also the usual tacked-on love-interest and predictable [[ening]].<br /><br />This movie was also the first time I'd seen Tom Selleck without a mustache, and I remember his shaved upper lip looking weird and making me feel slightly slick. But this might have been just because of the terrible [[premisYe]] and lame execution of the [[Gmovie]].",0.0034329891204833984,0.7860344648361206,0,1,0,123,Successful
"The pace of this movie is quite [[slow]]. It takes about 70 minutes to get Katie to China (which we know that she will) and leaves 30 minutes to wrap things up. The [[storyline]] is so [[predictable]] that you know everything after about 5 minutes. Nothing surprises you. I guess that the movie is a coming of age movie but the movie is full of stereotypes that are quite over the top:<br /><br />Katie - A beauty that realizes that looks, boys and shopping isn't everything. She realizes that she can ""feel"" and ""see the real world"". Touching.<br /><br />The mother - high strung, nervous, screaming mother (wow very innovative) that need taking care of by a strong man.<br /><br />The father - patient and always understanding and takes care of the incapable woman.<br /><br />The boyfriend that only wants to get into her pants.<br /><br />The comedian clown Chinese guy that doesn't know how to speak English properly and made a laughing stock. Thought Hollywood dropped those characters in the mid fifties.<br /><br />The nurse that at times knows everything how to get around in China that in the next moment is a carbon copy of The mother i.e. a woman who cant handle the situation or knows anything.<br /><br />The deformed Chinese girl that with the help of us westerns get help and become a beautiful girl. Because in China (a third world country according to the film) don't have anything and hence needs our charity. Gah, wake up and smell what you are shoveling.<br /><br />Sure that there are some poverty in China but the portrayal of the aid from western countries (read USA) is so shallow and happy ending-ish that it is sad and [[revolting]]. Shanghai (where the movie is set) is the most expanding and evolving city in the world at the moment.<br /><br />The Chinese father that is so nice and goodhearted that in the end has one wish ... to be a cowboy with a white hat ...<br /><br />The teacher (Sean Astin) that has this really heart ripping story (not) that he tells without feel. Why Sean? WHY!?<br /><br />Etc etc. It is difficult to actually finding a ""real"" person in the entire movie.<br /><br />This is nothing but a feel good movie for Americans below age 15. If you want to learn anything about the world watch e.g. Hotel Rwanda instead. For a better life story or coming of age movie I suggest you watch the Italian ""Cinema Paradiso"" that won the best foreign film academy reward some years back.<br /><br />The only nice thing in the movie were the small town sceneries that truly capture some (not all) of the beautiful Chinese country side. I have been there and seen some of it.","The pace of this movie is quite [[sglow]]. It takes about 70 minutes to get Katie to China (which we know that she will) and leaves 30 minutes to wrap things up. The [[pstoryline]] is so [[predictale]] that you know everything after about 5 minutes. Nothing surprises you. I guess that the movie is a coming of age movie but the movie is full of stereotypes that are quite over the top:<br /><br />Katie - A beauty that realizes that looks, boys and shopping isn't everything. She realizes that she can ""feel"" and ""see the real world"". Touching.<br /><br />The mother - high strung, nervous, screaming mother (wow very innovative) that need taking care of by a strong man.<br /><br />The father - patient and always understanding and takes care of the incapable woman.<br /><br />The boyfriend that only wants to get into her pants.<br /><br />The comedian clown Chinese guy that doesn't know how to speak English properly and made a laughing stock. Thought Hollywood dropped those characters in the mid fifties.<br /><br />The nurse that at times knows everything how to get around in China that in the next moment is a carbon copy of The mother i.e. a woman who cant handle the situation or knows anything.<br /><br />The deformed Chinese girl that with the help of us westerns get help and become a beautiful girl. Because in China (a third world country according to the film) don't have anything and hence needs our charity. Gah, wake up and smell what you are shoveling.<br /><br />Sure that there are some poverty in China but the portrayal of the aid from western countries (read USA) is so shallow and happy ending-ish that it is sad and [[Eevolting]]. Shanghai (where the movie is set) is the most expanding and evolving city in the world at the moment.<br /><br />The Chinese father that is so nice and goodhearted that in the end has one wish ... to be a cowboy with a white hat ...<br /><br />The teacher (Sean Astin) that has this really heart ripping story (not) that he tells without feel. Why Sean? WHY!?<br /><br />Etc etc. It is difficult to actually finding a ""real"" person in the entire movie.<br /><br />This is nothing but a feel good movie for Americans below age 15. If you want to learn anything about the world watch e.g. Hotel Rwanda instead. For a better life story or coming of age movie I suggest you watch the Italian ""Cinema Paradiso"" that won the best foreign film academy reward some years back.<br /><br />The only nice thing in the movie were the small town sceneries that truly capture some (not all) of the beautiful Chinese country side. I have been there and seen some of it.",0.1457720398902893,0.6682928800582886,0,1,0,301,Successful
"DO not take this film seriously, rent it with some folks who want to play Mystery Science 3000, and you will probably laugh your butts off. The evil guys are so not scary, it's funny, it's like some dude from 7th grade with a sickle in a scarecrow get up. The acting is hilarious. I love the occasional self torture with a poor horror film and this really had me giggling. I recommend it on that basis. Of course recreational drugs will enhance the experience. Oh, there is a naked group swimming scene, that will allow for some star dust on the 5 star system. The token black male gets injured badly, but continues his joking as well as using the injured body part quite readily throughout. Enjoy this complete and utter [[disgrace]] to films.","DO not take this film seriously, rent it with some folks who want to play Mystery Science 3000, and you will probably laugh your butts off. The evil guys are so not scary, it's funny, it's like some dude from 7th grade with a sickle in a scarecrow get up. The acting is hilarious. I love the occasional self torture with a poor horror film and this really had me giggling. I recommend it on that basis. Of course recreational drugs will enhance the experience. Oh, there is a naked group swimming scene, that will allow for some star dust on the 5 star system. The token black male gets injured badly, but continues his joking as well as using the injured body part quite readily throughout. Enjoy this complete and utter [[digrace]] to films.",0.11834973096847534,0.6503033638000488,0,1,0,86,Successful
"A gaggle of unpleasant city dwellers descend on Le Touquet for a week's holiday. Stories intertwine, characters fight, make friends, deceive each other, have sex...<br /><br />Blanc has gathered together a stellar cast for his adaptation of Connolly's book, but to little avail. [[What]] should be hilarious is instead at turns [[tedious]] and [[irritating]]. All the characters are either [[pathetic]] or unpleasant or both, and in the end, despite the farcical nature of things, this viewer was [[left]] caring [[little]] about what happens to any of them.<br /><br />Credit to the always wonderful [[Rampling]], plus Bouquet and Viard but that's it. And Dutronc looks like he's rather overdone the nips and tucks, if you ask me...","A gaggle of unpleasant city dwellers descend on Le Touquet for a week's holiday. Stories intertwine, characters fight, make friends, deceive each other, have sex...<br /><br />Blanc has gathered together a stellar cast for his adaptation of Connolly's book, but to little avail. [[Whta]] should be hilarious is instead at turns [[ctedious]] and [[rritating]]. All the characters are either [[athetic]] or unpleasant or both, and in the end, despite the farcical nature of things, this viewer was [[nleft]] caring [[litkle]] about what happens to any of them.<br /><br />Credit to the always wonderful [[Ramlping]], plus Bouquet and Viard but that's it. And Dutronc looks like he's rather overdone the nips and tucks, if you ask me...",0.004987895488739014,0.7172960042953491,0,1,0,117,Successful
"* Terrible * * Below Par * * * Not Bad * * * * Good * * * * * Brilliant<br /><br />WARNING *MINOR SPOILERS*<br /><br />Homosexuality these day's is hardly the taboo subject it was over forty years ago.However it must be said that perhaps more so in America than say, over here in the U.K. it can still be a touchy subject.Just look at the whole debacle of gay's in the millitary some years ago in the US.It's with 'In and Out' that writer Paul Rudnick taps in to the small town mentality of middle America and the way the press in the US (As well as in the UK) make such a big deal in outing a celebrity.You need only look at when Will Young and Stephen Gately of Boyzone came out of the closet.<br /><br />The movie centres on Howard Brackett(Kevin Kline), a High school English teacher in his home town.The local people are preparing themselves for Oscar night as one of the nominees Cameron Drake(Matt Dillon) came from their town and was a former pupil of Howards. Cameron, who plays a gay soldier in a vietnam epic wins the award only to out Howard as being gay during his acceptance speech.This could not come at a worse time for Howard who is just [[day's]] away from marrying his fiance and fellow school teacher Emily(Joan Cusack).As you would expect the media reaction is cataclysmic and turn's Howards life upside down.Not only does he try to convince his family and friends that he is not gay but evade [[sleazy]] news reporter, Peter Malloy(Tom Selleck).<br /><br />Although this was billed as a screwball comedy it's clear that [[Rudnick]] and director Frank Oz are also attempting to be satirical.You only have to look at the early scenes at the Oscars cerimonee and the way the people of Bracketts home town as well as the teaching board of the school react to his outing.<br /><br />Sadly the [[film]] doesn't [[live]] up to the promise we see early on in the movie.This is a [[pretty]] [[flat]] attempt to make social commentary out of a wacky comedy.A good cast is sadly [[wasted]] on a [[script]] that [[never]] really delivers the nessecary amount of laughs and is no where near as insightful as it thinks it.<br /><br />Kline gives us the same kind of endearing performance that he gave us in his earlier comedy 'Dave', making Howard an instantly likeable character. Cusack too is good value as Howard's weight obsessed fiance while Tom Selleck play's very well against type as a gay news reporter.Bob Newhart is a joy also, as the principal of the high school where Howard works.It's great to see him on the big screen for a change.It's a shame that it had to be this.<br /><br />The performances as good as they are can do little to rescue the movie from being a rather dull affair.While a couple of scenes do offer some amusement.Namely the inspired scene where Howard attempts to make himself seem more manly by listening to a self help tape.There is little to enjoy, and when things can't seem to get any worse Rudnick resorts to a sickening finale that lurches in to over the top sentiment. I also couldn't help but feel that my intelligence was being insulted.Malloy appears to be too sleazy a character to become the man who put's his ethics before getting a good story while Cammeron finally come to the rescue in the film's climax seems at first to be too self involved a character to care a jot about what happens to his former teacher.After all it's he who caused all the trouble in the first place.<br /><br />'In and Out' isn't exactly dire.But when you consider the likes of Klines better work like 'A Fish called Wanda' you can't help but feel that here is a great talent being sadly wasted.<br /><br />Robs Rating:* *","* Terrible * * Below Par * * * Not Bad * * * * Good * * * * * Brilliant<br /><br />WARNING *MINOR SPOILERS*<br /><br />Homosexuality these day's is hardly the taboo subject it was over forty years ago.However it must be said that perhaps more so in America than say, over here in the U.K. it can still be a touchy subject.Just look at the whole debacle of gay's in the millitary some years ago in the US.It's with 'In and Out' that writer Paul Rudnick taps in to the small town mentality of middle America and the way the press in the US (As well as in the UK) make such a big deal in outing a celebrity.You need only look at when Will Young and Stephen Gately of Boyzone came out of the closet.<br /><br />The movie centres on Howard Brackett(Kevin Kline), a High school English teacher in his home town.The local people are preparing themselves for Oscar night as one of the nominees Cameron Drake(Matt Dillon) came from their town and was a former pupil of Howards. Cameron, who plays a gay soldier in a vietnam epic wins the award only to out Howard as being gay during his acceptance speech.This could not come at a worse time for Howard who is just [[bay's]] away from marrying his fiance and fellow school teacher Emily(Joan Cusack).As you would expect the media reaction is cataclysmic and turn's Howards life upside down.Not only does he try to convince his family and friends that he is not gay but evade [[slcazy]] news reporter, Peter Malloy(Tom Selleck).<br /><br />Although this was billed as a screwball comedy it's clear that [[Rudnixk]] and director Frank Oz are also attempting to be satirical.You only have to look at the early scenes at the Oscars cerimonee and the way the people of Bracketts home town as well as the teaching board of the school react to his outing.<br /><br />Sadly the [[iflm]] doesn't [[Tive]] up to the promise we see early on in the movie.This is a [[Zretty]] [[lat]] attempt to make social commentary out of a wacky comedy.A good cast is sadly [[wsted]] on a [[scrit]] that [[nxver]] really delivers the nessecary amount of laughs and is no where near as insightful as it thinks it.<br /><br />Kline gives us the same kind of endearing performance that he gave us in his earlier comedy 'Dave', making Howard an instantly likeable character. Cusack too is good value as Howard's weight obsessed fiance while Tom Selleck play's very well against type as a gay news reporter.Bob Newhart is a joy also, as the principal of the high school where Howard works.It's great to see him on the big screen for a change.It's a shame that it had to be this.<br /><br />The performances as good as they are can do little to rescue the movie from being a rather dull affair.While a couple of scenes do offer some amusement.Namely the inspired scene where Howard attempts to make himself seem more manly by listening to a self help tape.There is little to enjoy, and when things can't seem to get any worse Rudnick resorts to a sickening finale that lurches in to over the top sentiment. I also couldn't help but feel that my intelligence was being insulted.Malloy appears to be too sleazy a character to become the man who put's his ethics before getting a good story while Cammeron finally come to the rescue in the film's climax seems at first to be too self involved a character to care a jot about what happens to his former teacher.After all it's he who caused all the trouble in the first place.<br /><br />'In and Out' isn't exactly dire.But when you consider the likes of Klines better work like 'A Fish called Wanda' you can't help but feel that here is a great talent being sadly wasted.<br /><br />Robs Rating:* *",0.006937801837921143,0.7405154705047607,0,1,0,426,Successful
this was absolutely the most tragic [[pile]] of cinema to which i have ever born witness. not only was the name a [[complete]] misnomer--since the film has next to [[nothing]] to do with piranhas--but the [[acting]] is as [[hollow]] and [[stale]] as the [[attempt]] to actually make some kind of plot. when you watch this film you cannot help but spend every waking second questioning when you've had enough and it's time to turn it off. [[unfortunately]] i waited until the end in my [[case]]. that's [[two]] hours of my life that i will [[never]] be able to reclaim.,this was absolutely the most tragic [[piel]] of cinema to which i have ever born witness. not only was the name a [[complee]] misnomer--since the film has next to [[nothinwg]] to do with piranhas--but the [[actins]] is as [[hlolow]] and [[stae]] as the [[atetmpt]] to actually make some kind of plot. when you watch this film you cannot help but spend every waking second questioning when you've had enough and it's time to turn it off. [[unfortuntaely]] i waited until the end in my [[cIse]]. that's [[to]] hours of my life that i will [[nver]] be able to reclaim.,0.003457367420196533,0.8940732479095459,0,1,0,90,Successful
"this could have been better,but it was alright...it helped me get away from my boredom.I [[didnt]] [[even]] wanna see it,the only reason i wanted to rent it is because Jamie Martz is in it..he is a unknown [[actor]] but he is shining and is the highlight of the movie...the ending was so [[horrible]] and the acting was good for a b movie...i give it a 4 out of [[10]]","this could have been better,but it was alright...it helped me get away from my boredom.I [[didnvt]] [[veen]] wanna see it,the only reason i wanted to rent it is because Jamie Martz is in it..he is a unknown [[afctor]] but he is shining and is the highlight of the movie...the ending was so [[horible]] and the acting was good for a b movie...i give it a 4 out of [[1h0]]",0.0027857422828674316,0.66450434923172,0,1,0,60,Successful
"This movie was an absolute [[waste]] of time. It's [[nothing]] but a wanna-be gangster movie. It contains a very predictable [[plot]]. My feelings are unsympathetic to the characters, and the dialogue is mediocre at best. Half the time you are looking for something else to do, because the movie is that [[boring]], since you already know what's going to happen. [[The]] other half of the time you're desperately hoping the protagonist grows a pair of balls or just ends his life by jumping off a bridge or something. Also, the secondary characters are for the most part one- dimensional. There's no [[depth]] to any of the characters in this movie! [[No]] depth!","This movie was an absolute [[wsate]] of time. It's [[nothin]] but a wanna-be gangster movie. It contains a very predictable [[plou]]. My feelings are unsympathetic to the characters, and the dialogue is mediocre at best. Half the time you are looking for something else to do, because the movie is that [[boiring]], since you already know what's going to happen. [[Teh]] other half of the time you're desperately hoping the protagonist grows a pair of balls or just ends his life by jumping off a bridge or something. Also, the secondary characters are for the most part one- dimensional. There's no [[detth]] to any of the characters in this movie! [[oN]] depth!",0.0021705031394958496,0.6678471565246582,0,1,0,104,Successful
